idade,horas_estudo_por_dia,frequencia_percentual,escolaridade_dos_pais,nota_matematica,nota_ciencias,nota_ingles,media_ano_anterior,percentual_final
17,2.9,90.0,High School,,43.0,45.0,58.0,53.0
15,4.6,63.0,Graduate,,,64.0,,66.67
18,1.8,,Postgraduate,,67.0,97.0,72.0,79.33
16,0.9,83.0,Postgraduate,71.0,81.0,84.0,60.0,78.67
16,,54.0,,51.0,41.0,69.0,68.0,53.67
18,3.6,89.0,Postgraduate,84.0,74.0,61.0,52.0,73.0
15,5.4,90.0,Graduate,93.0,81.0,,89.0,81.33
15,5.1,70.0,Postgraduate,40.0,,68.0,68.0,50.0
19,1.7,72.0,Graduate,93.0,45.0,89.0,61.0,75.67
18,3.7,60.0,Postgraduate,,39.0,68.0,81.0,69.0
16,4.3,96.0,High School,36.0,49.0,70.0,63.0,51.67
15,2.6,67.0,Postgraduate,79.0,64.0,55.0,43.0,66.0
18,5.4,54.0,Graduate,74.0,,98.0,59.0,86.33
18,1.8,52.0,Postgraduate,64.0,42.0,59.0,73.0,55.0
18,0.5,83.0,High School,65.0,39.0,71.0,51.0,58.33
16,5.0,,High School,90.0,69.0,88.0,,82.33
17,4.8,,High School,62.0,49.0,57.0,70.0,56.0
19,2.8,61.0,Postgraduate,80.0,70.0,88.0,91.0,79.33
18,2.4,54.0,Graduate,98.0,,,79.0,68.67
16,5.7,94.0,Graduate,64.0,88.0,75.0,,75.67
16,,89.0,Graduate,,77.0,38.0,77.0,60.33
14,1.5,82.0,High School,83.0,82.0,67.0,60.0,77.33
15,3.1,57.0,Postgraduate,36.0,91.0,,81.0,68.67
14,3.2,95.0,,68.0,98.0,82.0,91.0,82.67
18,2.8,66.0,High School,93.0,36.0,77.0,93.0,68.67
17,0.7,54.0,Graduate,83.0,43.0,55.0,80.0,60.33
19,5.6,63.0,Graduate,75.0,90.0,55.0,,73.33
17,3.3,80.0,Postgraduate,,55.0,66.0,69.0,71.0
17,,92.0,,53.0,81.0,79.0,61.0,71.0
16,1.9,58.0,High School,70.0,60.0,55.0,73.0,61.67
16,4.4,56.0,,58.0,44.0,50.0,83.0,50.67
19,3.5,84.0,High School,,55.0,,67.0,78.67
16,4.8,66.0,Graduate,56.0,84.0,47.0,92.0,62.33
16,5.4,98.0,Postgraduate,92.0,44.0,78.0,95.0,71.33
18,5.7,64.0,,,80.0,41.0,70.0,66.33
19,0.7,79.0,Graduate,52.0,46.0,72.0,43.0,56.67
19,2.3,63.0,High School,79.0,81.0,98.0,61.0,86.0
14,5.0,86.0,High School,41.0,79.0,43.0,48.0,54.33
16,1.4,77.0,Graduate,92.0,74.0,68.0,53.0,78.0
19,2.3,72.0,Graduate,94.0,,93.0,,79.0
14,3.7,60.0,High School,82.0,94.0,68.0,61.0,81.33
17,4.3,81.0,Postgraduate,87.0,65.0,38.0,74.0,63.33
14,1.7,89.0,Graduate,70.0,39.0,80.0,45.0,63.0
15,4.2,53.0,Graduate,76.0,93.0,51.0,75.0,73.33
19,3.7,87.0,High School,60.0,65.0,90.0,,71.67
17,5.4,99.0,High School,55.0,,96.0,50.0,64.33
14,3.9,71.0,Postgraduate,48.0,45.0,77.0,75.0,56.67
15,5.6,91.0,High School,73.0,50.0,46.0,86.0,56.33
18,2.1,68.0,Postgraduate,64.0,91.0,53.0,42.0,69.33
14,6.0,91.0,Postgraduate,49.0,,89.0,77.0,58.0
14,1.8,72.0,Graduate,35.0,63.0,57.0,42.0,51.67
19,5.4,52.0,Graduate,73.0,52.0,96.0,61.0,73.67
16,5.6,92.0,Graduate,,54.0,59.0,51.0,64.0
14,5.9,73.0,Graduate,40.0,80.0,,92.0,67.0
16,,88.0,,50.0,41.0,55.0,90.0,48.67
16,4.9,84.0,High School,,78.0,77.0,47.0,68.33
19,5.7,72.0,,40.0,77.0,79.0,88.0,65.33
15,5.7,92.0,High School,77.0,56.0,70.0,68.0,67.67
19,3.9,57.0,,76.0,,77.0,55.0,73.67
14,0.6,72.0,Graduate,62.0,83.0,64.0,79.0,69.67
14,3.8,55.0,Graduate,72.0,63.0,96.0,,77.0
15,5.0,96.0,Postgraduate,91.0,92.0,99.0,66.0,94.0
17,2.5,56.0,High School,68.0,92.0,69.0,47.0,76.33
16,,66.0,Postgraduate,45.0,48.0,68.0,,53.67
16,2.5,76.0,Postgraduate,74.0,76.0,,40.0,70.67
14,1.6,59.0,High School,54.0,79.0,67.0,,66.67
14,0.6,86.0,High School,100.0,91.0,36.0,60.0,75.67
18,5.9,87.0,Postgraduate,77.0,60.0,40.0,56.0,59.0
15,3.5,56.0,Graduate,76.0,62.0,95.0,77.0,77.67
17,5.0,84.0,High School,40.0,49.0,37.0,91.0,42.0
14,2.9,74.0,High School,85.0,96.0,85.0,75.0,88.67
18,3.6,50.0,High School,72.0,71.0,92.0,45.0,78.33
17,,87.0,Graduate,77.0,50.0,97.0,,74.67
16,5.5,78.0,Postgraduate,96.0,55.0,93.0,40.0,81.33
17,5.4,57.0,Postgraduate,42.0,66.0,84.0,56.0,64.0
15,4.6,50.0,Graduate,90.0,61.0,44.0,59.0,65.0
18,3.7,53.0,Graduate,62.0,58.0,68.0,91.0,62.67
16,0.7,80.0,Postgraduate,84.0,,,77.0,85.67
18,,85.0,Postgraduate,56.0,90.0,37.0,88.0,61.0
19,3.2,69.0,Graduate,,50.0,45.0,95.0,50.0
16,5.4,76.0,Graduate,,80.0,39.0,48.0,51.33
19,3.0,,High School,73.0,62.0,,50.0,73.33
18,2.7,70.0,,66.0,54.0,53.0,56.0,57.67
17,6.0,76.0,Postgraduate,37.0,99.0,58.0,90.0,64.67
14,0.8,99.0,Graduate,96.0,51.0,44.0,,63.67
18,5.2,73.0,Postgraduate,82.0,62.0,97.0,46.0,80.33
19,2.6,95.0,Postgraduate,83.0,56.0,75.0,73.0,71.33
15,3.7,94.0,High School,57.0,56.0,87.0,61.0,66.67
18,4.4,89.0,Graduate,75.0,63.0,37.0,56.0,58.33
18,5.3,59.0,High School,70.0,49.0,37.0,73.0,52.0
19,2.0,77.0,High School,54.0,,66.0,60.0,69.33
15,1.9,,Postgraduate,89.0,78.0,80.0,87.0,82.33
15,1.6,91.0,High School,65.0,57.0,41.0,88.0,54.33
19,3.0,100.0,Graduate,38.0,47.0,96.0,50.0,60.33
15,5.8,98.0,Graduate,,63.0,45.0,86.0,48.0
18,2.2,63.0,Graduate,81.0,45.0,60.0,57.0,62.0
17,2.7,68.0,Graduate,99.0,48.0,71.0,72.0,72.67
18,,92.0,Graduate,76.0,98.0,45.0,59.0,73.0
19,3.2,86.0,Graduate,99.0,68.0,99.0,89.0,88.67
18,4.4,63.0,High School,,,55.0,93.0,70.33
16,3.7,86.0,Graduate,85.0,60.0,98.0,94.0,81.0
17,5.4,68.0,,45.0,71.0,35.0,78.0,50.33
18,4.5,68.0,Postgraduate,,56.0,79.0,42.0,65.33
17,4.4,64.0,Graduate,,87.0,55.0,43.0,67.0
15,3.6,62.0,High School,89.0,44.0,74.0,80.0,69.0
16,0.7,79.0,High School,84.0,49.0,42.0,58.0,58.33
14,1.3,77.0,Graduate,63.0,61.0,58.0,69.0,60.67
17,5.9,77.0,Postgraduate,46.0,43.0,97.0,87.0,62.0
16,4.1,66.0,Graduate,51.0,52.0,80.0,42.0,61.0
15,,,Postgraduate,62.0,93.0,94.0,89.0,83.0
14,2.7,70.0,Postgraduate,,64.0,56.0,92.0,53.33
14,0.8,,Postgraduate,50.0,,51.0,80.0,66.33
16,1.1,94.0,High School,60.0,91.0,79.0,47.0,76.67
16,1.8,59.0,High School,82.0,71.0,93.0,,82.0
19,2.7,98.0,High School,84.0,,50.0,43.0,70.0
16,5.2,55.0,Graduate,63.0,78.0,92.0,77.0,77.67
14,0.9,67.0,,40.0,94.0,39.0,81.0,57.67
17,,,High School,82.0,61.0,58.0,56.0,67.0
14,,98.0,Postgraduate,86.0,45.0,78.0,80.0,69.67
18,5.9,95.0,High School,40.0,64.0,48.0,70.0,50.67
15,3.3,96.0,Postgraduate,59.0,49.0,96.0,85.0,68.0
19,4.3,80.0,High School,40.0,71.0,77.0,72.0,62.67
15,2.3,86.0,Graduate,51.0,72.0,48.0,67.0,57.0
18,4.6,62.0,High School,38.0,41.0,51.0,58.0,43.33
18,,92.0,Postgraduate,98.0,,69.0,47.0,72.67
17,3.9,89.0,High School,41.0,38.0,74.0,66.0,51.0
19,,74.0,High School,71.0,44.0,69.0,51.0,61.33
18,2.0,94.0,,69.0,88.0,65.0,71.0,74.0
16,5.3,52.0,Postgraduate,63.0,55.0,36.0,84.0,51.33
15,2.4,94.0,Postgraduate,72.0,51.0,92.0,78.0,71.67
15,,82.0,High School,74.0,86.0,50.0,64.0,70.0
18,4.5,75.0,High School,62.0,54.0,57.0,88.0,57.67
17,5.4,,High School,59.0,83.0,47.0,75.0,63.0
14,1.3,,Graduate,96.0,94.0,39.0,40.0,76.33
15,,80.0,,,82.0,96.0,41.0,71.0
17,5.9,60.0,High School,71.0,,86.0,90.0,74.0
17,5.8,,,37.0,62.0,72.0,41.0,57.0
16,4.1,68.0,,,,92.0,79.0,71.67
19,4.4,66.0,Graduate,62.0,,83.0,71.0,70.67
18,5.5,83.0,,96.0,,64.0,59.0,76.33
19,1.4,68.0,High School,86.0,55.0,56.0,64.0,65.67
17,0.7,73.0,Postgraduate,35.0,95.0,58.0,51.0,62.67
19,5.8,97.0,,76.0,97.0,,94.0,87.0
16,3.3,56.0,,54.0,95.0,72.0,89.0,73.67
19,4.7,92.0,High School,66.0,69.0,68.0,50.0,67.67
18,3.9,62.0,Graduate,94.0,47.0,75.0,,72.0
16,5.5,65.0,Graduate,57.0,65.0,75.0,72.0,65.67
16,,60.0,Graduate,,89.0,,52.0,77.67
15,,84.0,High School,80.0,94.0,74.0,50.0,82.67
16,3.2,81.0,High School,,70.0,81.0,84.0,77.0
14,5.7,78.0,Postgraduate,84.0,82.0,49.0,64.0,71.67
17,2.0,67.0,Postgraduate,35.0,73.0,73.0,61.0,60.33
18,2.4,,High School,66.0,69.0,63.0,92.0,66.0
15,5.8,79.0,High School,93.0,48.0,95.0,40.0,78.67
14,,61.0,High School,56.0,37.0,,78.0,53.0
14,5.9,79.0,Postgraduate,,39.0,,47.0,46.0
17,4.2,93.0,High School,41.0,60.0,51.0,53.0,50.67
16,2.1,92.0,Postgraduate,38.0,92.0,36.0,54.0,55.33
17,1.6,68.0,Graduate,85.0,44.0,,43.0,56.67
18,3.4,85.0,Postgraduate,66.0,90.0,44.0,70.0,66.67
18,2.5,68.0,Postgraduate,45.0,44.0,97.0,54.0,62.0
16,4.8,73.0,Graduate,37.0,89.0,83.0,,69.67
16,5.1,67.0,High School,94.0,57.0,61.0,49.0,70.67
18,2.4,83.0,Postgraduate,,94.0,,92.0,62.67
18,2.7,82.0,,62.0,60.0,43.0,48.0,55.0
17,5.7,63.0,Graduate,44.0,39.0,66.0,69.0,49.67
16,1.1,68.0,High School,,,,49.0,62.0
19,2.3,56.0,High School,41.0,,38.0,42.0,52.67
14,6.0,83.0,Postgraduate,92.0,85.0,,,72.33
17,5.0,95.0,,40.0,71.0,51.0,90.0,54.0
14,3.5,66.0,High School,93.0,100.0,67.0,44.0,86.67
14,,66.0,Postgraduate,53.0,39.0,94.0,,62.0
18,6.0,75.0,High School,42.0,84.0,,48.0,68.0
19,3.7,51.0,Postgraduate,80.0,52.0,56.0,71.0,62.67
19,0.6,79.0,High School,37.0,57.0,79.0,72.0,57.67
18,5.6,,Graduate,35.0,38.0,78.0,69.0,50.33
18,5.3,99.0,High School,53.0,79.0,93.0,76.0,75.0
16,4.3,63.0,Graduate,55.0,,63.0,86.0,62.33
16,1.8,56.0,High School,55.0,99.0,62.0,40.0,72.0
18,1.2,65.0,High School,86.0,58.0,63.0,92.0,69.0
15,3.7,99.0,Postgraduate,36.0,40.0,83.0,41.0,53.0
14,1.5,100.0,High School,67.0,48.0,91.0,66.0,68.67
15,3.9,,Postgraduate,42.0,94.0,41.0,51.0,59.0
17,5.3,50.0,Postgraduate,60.0,64.0,99.0,71.0,74.33
14,2.9,50.0,Graduate,61.0,69.0,79.0,47.0,69.67
15,2.8,55.0,Graduate,,94.0,71.0,59.0,71.33
19,3.7,84.0,High School,,99.0,37.0,93.0,57.33
17,2.1,58.0,Graduate,87.0,74.0,91.0,93.0,84.0
15,0.7,80.0,Graduate,48.0,,52.0,76.0,59.0
18,1.0,73.0,Postgraduate,94.0,62.0,100.0,83.0,85.33
15,0.6,100.0,High School,69.0,54.0,55.0,71.0,59.33
19,1.5,56.0,Graduate,99.0,,92.0,42.0,95.33
18,,98.0,Postgraduate,70.0,50.0,65.0,52.0,61.67
14,2.0,86.0,High School,85.0,86.0,97.0,56.0,89.33
19,4.8,60.0,Postgraduate,61.0,44.0,68.0,89.0,57.67
16,2.5,53.0,Graduate,89.0,74.0,51.0,89.0,71.33
18,5.2,83.0,High School,46.0,69.0,79.0,54.0,64.67
18,0.6,64.0,Postgraduate,57.0,84.0,58.0,93.0,66.33
16,4.7,,High School,57.0,60.0,43.0,61.0,53.33
19,3.5,84.0,High School,64.0,54.0,,64.0,71.0
18,5.6,94.0,,67.0,65.0,92.0,95.0,74.67
14,1.4,91.0,Postgraduate,,52.0,81.0,62.0,60.67
15,1.1,97.0,Graduate,90.0,39.0,47.0,46.0,58.67
16,4.6,76.0,Postgraduate,87.0,94.0,60.0,52.0,80.33
15,3.0,74.0,Postgraduate,93.0,96.0,59.0,48.0,82.67
18,1.7,57.0,Graduate,63.0,94.0,,54.0,78.67
14,5.4,67.0,High School,80.0,37.0,46.0,88.0,54.33
16,3.6,86.0,Graduate,,39.0,82.0,44.0,53.33
15,1.6,56.0,Postgraduate,50.0,47.0,97.0,53.0,64.67
19,1.4,50.0,Graduate,,41.0,55.0,87.0,50.33
17,1.6,72.0,Graduate,76.0,50.0,91.0,72.0,72.33
18,3.2,72.0,Postgraduate,50.0,97.0,53.0,64.0,66.67
18,5.3,73.0,High School,52.0,82.0,82.0,95.0,72.0
15,6.0,58.0,Postgraduate,59.0,59.0,,50.0,61.67
15,1.7,72.0,High School,65.0,,,44.0,55.33
14,3.8,77.0,Graduate,83.0,39.0,93.0,51.0,71.67
14,2.0,84.0,Postgraduate,85.0,61.0,95.0,77.0,80.33
17,5.0,97.0,Postgraduate,41.0,82.0,60.0,71.0,61.0
18,3.9,85.0,Postgraduate,53.0,41.0,75.0,50.0,56.33
15,0.8,59.0,,72.0,72.0,,,76.33
16,4.5,89.0,Postgraduate,77.0,67.0,,69.0,79.67
14,1.2,84.0,,,57.0,78.0,,74.0
18,2.1,97.0,High School,,42.0,56.0,63.0,45.67
14,,,,71.0,46.0,66.0,61.0,61.0
17,4.0,72.0,Graduate,40.0,71.0,43.0,71.0,51.33
18,4.2,64.0,Graduate,49.0,49.0,63.0,50.0,53.67
16,1.1,53.0,High School,55.0,78.0,72.0,87.0,68.33
17,3.7,75.0,Postgraduate,80.0,74.0,99.0,62.0,84.33
17,2.7,,Graduate,70.0,93.0,89.0,,84.0
18,4.1,65.0,Postgraduate,87.0,82.0,35.0,61.0,68.0
19,5.7,50.0,,45.0,50.0,61.0,71.0,52.0
16,5.8,88.0,Postgraduate,94.0,83.0,36.0,,71.0
19,2.6,50.0,High School,99.0,46.0,85.0,66.0,76.67
15,0.8,58.0,Postgraduate,44.0,41.0,78.0,84.0,54.33
19,2.8,71.0,High School,86.0,58.0,97.0,46.0,80.33
18,2.4,95.0,High School,64.0,67.0,,41.0,56.0
14,1.3,88.0,Postgraduate,54.0,77.0,48.0,51.0,59.67
18,4.9,98.0,High School,79.0,89.0,,73.0,84.0
16,2.3,76.0,Graduate,50.0,50.0,70.0,55.0,56.67
17,3.3,94.0,,69.0,88.0,65.0,89.0,74.0
18,,62.0,High School,70.0,79.0,70.0,70.0,73.0
14,1.1,59.0,,100.0,99.0,89.0,83.0,96.0
18,0.9,92.0,High School,71.0,38.0,78.0,70.0,62.33
17,1.6,94.0,High School,55.0,79.0,56.0,43.0,63.33
16,,98.0,High School,74.0,76.0,80.0,86.0,76.67
18,2.7,68.0,High School,40.0,71.0,51.0,60.0,54.0
16,5.0,60.0,Graduate,88.0,46.0,,52.0,61.0
16,0.9,82.0,High School,51.0,94.0,,86.0,68.0
19,5.5,72.0,Postgraduate,,91.0,77.0,63.0,87.0
15,2.6,,High School,86.0,93.0,81.0,65.0,86.67
17,1.9,77.0,High School,99.0,79.0,91.0,,89.67
15,5.5,99.0,Graduate,45.0,72.0,54.0,45.0,57.0
17,1.5,67.0,Postgraduate,82.0,75.0,96.0,86.0,84.33
18,3.3,95.0,High School,80.0,55.0,73.0,,69.33
19,1.0,69.0,Graduate,45.0,56.0,55.0,94.0,52.0
16,3.0,50.0,Postgraduate,55.0,87.0,46.0,42.0,62.67
16,,98.0,High School,76.0,,45.0,43.0,60.67
16,5.8,60.0,Postgraduate,73.0,95.0,86.0,62.0,84.67
19,0.6,96.0,High School,79.0,83.0,44.0,86.0,68.67
16,5.3,55.0,High School,47.0,61.0,68.0,86.0,58.67
17,0.5,64.0,Graduate,64.0,99.0,49.0,88.0,70.67
14,2.2,,Postgraduate,59.0,68.0,42.0,73.0,56.33
17,3.5,58.0,Postgraduate,51.0,68.0,,90.0,58.0
19,5.8,83.0,High School,45.0,45.0,54.0,52.0,48.0
15,2.6,93.0,Postgraduate,50.0,40.0,48.0,82.0,46.0
14,5.4,56.0,High School,61.0,38.0,48.0,66.0,49.0
19,1.0,85.0,High School,86.0,42.0,66.0,65.0,64.67
15,2.2,,Postgraduate,51.0,46.0,90.0,50.0,62.33
15,4.7,92.0,Postgraduate,71.0,59.0,53.0,,61.0
14,2.0,95.0,,72.0,52.0,75.0,71.0,66.33
17,5.8,91.0,Graduate,65.0,94.0,56.0,60.0,71.67
14,2.2,67.0,Graduate,50.0,78.0,97.0,55.0,75.0
15,2.0,69.0,High School,58.0,43.0,36.0,78.0,45.67
19,3.6,82.0,Graduate,98.0,48.0,91.0,85.0,79.0
18,4.0,83.0,Postgraduate,49.0,71.0,83.0,54.0,67.67
19,1.7,,Postgraduate,71.0,67.0,48.0,56.0,62.0
18,3.0,76.0,Postgraduate,92.0,82.0,,47.0,71.67
16,1.9,56.0,Graduate,79.0,81.0,60.0,62.0,73.33
18,4.7,63.0,Graduate,59.0,57.0,,40.0,68.0
19,0.6,56.0,High School,76.0,92.0,49.0,79.0,72.33
18,0.9,63.0,High School,100.0,,93.0,56.0,83.67
17,1.3,97.0,Postgraduate,80.0,94.0,90.0,58.0,88.0
17,5.8,96.0,High School,58.0,62.0,79.0,62.0,66.33
14,,57.0,Graduate,93.0,52.0,77.0,61.0,74.0
18,3.0,,Postgraduate,42.0,42.0,,75.0,52.33
15,4.8,93.0,Graduate,78.0,,75.0,85.0,69.0
17,5.7,64.0,Graduate,94.0,,98.0,43.0,80.67
17,3.5,66.0,Postgraduate,43.0,,73.0,77.0,51.0
14,,82.0,Graduate,40.0,83.0,99.0,66.0,74.0
19,0.6,90.0,Postgraduate,47.0,80.0,40.0,87.0,55.67
19,3.8,95.0,High School,50.0,66.0,43.0,91.0,53.0
17,5.0,85.0,Postgraduate,72.0,36.0,47.0,85.0,51.67
17,4.8,92.0,Postgraduate,88.0,41.0,99.0,89.0,76.0
19,4.4,98.0,Postgraduate,41.0,95.0,50.0,45.0,62.0
19,1.9,96.0,High School,39.0,91.0,46.0,78.0,58.67
15,2.4,72.0,High School,41.0,48.0,77.0,93.0,55.33
14,2.7,58.0,,61.0,86.0,85.0,80.0,77.33
14,4.8,85.0,Graduate,56.0,94.0,79.0,90.0,76.33
17,4.7,,,66.0,51.0,41.0,50.0,52.67
16,3.7,98.0,Graduate,79.0,78.0,85.0,68.0,80.67
15,,65.0,Postgraduate,80.0,85.0,66.0,68.0,77.0
17,5.0,73.0,High School,40.0,72.0,53.0,,55.0
15,1.0,75.0,Postgraduate,95.0,97.0,66.0,50.0,86.0
15,4.9,70.0,Graduate,79.0,75.0,37.0,,63.67
15,1.5,51.0,High School,45.0,66.0,65.0,82.0,58.67
18,1.9,83.0,Postgraduate,87.0,69.0,87.0,92.0,81.0
17,5.5,82.0,Postgraduate,61.0,80.0,47.0,56.0,62.67
14,6.0,80.0,Postgraduate,44.0,69.0,99.0,77.0,70.67
19,5.6,81.0,Graduate,86.0,,53.0,93.0,72.67
16,3.2,,Postgraduate,40.0,81.0,46.0,91.0,55.67
17,5.0,,Postgraduate,96.0,80.0,81.0,80.0,85.67
14,0.8,72.0,High School,35.0,51.0,94.0,73.0,60.0
14,1.2,86.0,High School,60.0,68.0,86.0,94.0,71.33
17,3.0,87.0,Graduate,44.0,96.0,74.0,51.0,71.33
15,4.7,53.0,Graduate,69.0,51.0,76.0,67.0,65.33
15,5.0,,High School,,70.0,,46.0,64.33
14,2.0,71.0,Postgraduate,73.0,73.0,90.0,69.0,78.67
14,2.7,59.0,High School,38.0,94.0,65.0,47.0,65.67
18,3.3,94.0,,60.0,,92.0,43.0,80.67
15,2.1,80.0,High School,35.0,91.0,37.0,93.0,54.33
14,2.3,99.0,Graduate,68.0,35.0,,64.0,58.67
15,2.5,57.0,Graduate,99.0,67.0,56.0,68.0,74.0
17,5.5,96.0,Graduate,48.0,97.0,46.0,46.0,63.67
19,0.7,78.0,Postgraduate,50.0,36.0,67.0,50.0,51.0
19,1.4,87.0,High School,59.0,95.0,78.0,77.0,77.33
14,2.6,73.0,Postgraduate,66.0,66.0,56.0,42.0,62.67
14,5.0,79.0,Postgraduate,64.0,70.0,71.0,94.0,68.33
14,5.1,87.0,High School,94.0,42.0,38.0,94.0,58.0
16,0.8,65.0,Postgraduate,78.0,99.0,80.0,95.0,85.67
15,2.4,87.0,Graduate,37.0,72.0,62.0,84.0,57.0
14,5.9,65.0,Graduate,98.0,37.0,92.0,82.0,75.67
16,1.4,68.0,High School,65.0,58.0,42.0,77.0,55.0
18,3.9,51.0,Graduate,77.0,58.0,39.0,46.0,58.0
14,2.8,77.0,High School,62.0,94.0,87.0,,81.0
17,3.2,96.0,Graduate,54.0,90.0,95.0,69.0,79.67
16,4.5,81.0,High School,43.0,40.0,55.0,70.0,46.0
17,3.0,86.0,High School,92.0,47.0,100.0,64.0,79.67
16,4.0,,Postgraduate,49.0,98.0,88.0,90.0,78.33
16,5.4,62.0,Graduate,71.0,38.0,58.0,94.0,55.67
18,4.8,90.0,High School,78.0,66.0,42.0,64.0,62.0
19,1.5,,Postgraduate,,77.0,35.0,53.0,60.0
17,2.4,71.0,Postgraduate,89.0,75.0,85.0,72.0,83.0
19,4.2,82.0,Graduate,84.0,41.0,37.0,80.0,54.0
18,5.8,66.0,Postgraduate,66.0,49.0,37.0,72.0,50.67
19,4.3,90.0,Graduate,61.0,46.0,42.0,91.0,49.67
14,3.3,66.0,High School,52.0,95.0,37.0,89.0,61.33
16,5.8,77.0,High School,63.0,75.0,49.0,41.0,62.33
18,5.5,69.0,Postgraduate,72.0,88.0,88.0,56.0,82.67
16,,56.0,High School,66.0,78.0,75.0,87.0,73.0
19,2.5,96.0,High School,56.0,39.0,45.0,83.0,46.67
15,0.9,92.0,Graduate,36.0,69.0,61.0,87.0,55.33
17,2.7,83.0,Postgraduate,74.0,47.0,43.0,,54.67
16,5.8,88.0,High School,41.0,57.0,49.0,59.0,49.0
14,4.3,86.0,Graduate,70.0,100.0,52.0,87.0,74.0
18,5.7,90.0,Graduate,93.0,95.0,90.0,87.0,92.67
16,5.6,100.0,Graduate,96.0,46.0,67.0,72.0,69.67
18,4.6,90.0,High School,49.0,67.0,79.0,62.0,65.0
18,2.6,69.0,Postgraduate,83.0,66.0,41.0,51.0,63.33
14,3.9,,Graduate,61.0,80.0,58.0,58.0,66.33
19,1.5,74.0,Postgraduate,,76.0,44.0,56.0,60.33
15,3.5,94.0,Graduate,90.0,77.0,94.0,64.0,87.0
16,2.7,68.0,Graduate,77.0,83.0,63.0,57.0,74.33
14,5.6,97.0,High School,61.0,71.0,98.0,,76.67
19,3.0,75.0,Postgraduate,98.0,42.0,94.0,,78.0
18,1.2,55.0,Graduate,74.0,97.0,67.0,46.0,79.33
16,0.9,,Postgraduate,43.0,45.0,68.0,41.0,52.0
16,4.1,92.0,Postgraduate,76.0,49.0,,79.0,53.67
15,4.5,77.0,Postgraduate,83.0,,41.0,71.0,59.0
19,3.6,64.0,High School,45.0,61.0,92.0,84.0,66.0
17,3.9,95.0,High School,69.0,53.0,52.0,60.0,58.0
16,2.6,54.0,Postgraduate,42.0,85.0,98.0,83.0,75.0
15,4.8,86.0,Graduate,64.0,91.0,93.0,61.0,82.67
19,5.3,59.0,Postgraduate,79.0,43.0,39.0,92.0,53.67
14,3.7,75.0,Graduate,68.0,64.0,56.0,43.0,62.67
18,3.7,,High School,54.0,57.0,58.0,63.0,56.33
15,2.0,61.0,Graduate,75.0,,75.0,82.0,72.0
15,1.3,,Graduate,86.0,48.0,68.0,47.0,67.33
14,1.3,96.0,Graduate,40.0,42.0,65.0,88.0,49.0
17,4.4,84.0,Graduate,85.0,67.0,,48.0,74.0
19,5.8,82.0,High School,86.0,43.0,92.0,94.0,73.67
17,2.0,76.0,Graduate,39.0,61.0,63.0,53.0,54.33
14,2.9,70.0,Graduate,45.0,99.0,61.0,53.0,68.33
16,1.4,60.0,Graduate,52.0,76.0,40.0,82.0,56.0
16,0.9,89.0,Postgraduate,,43.0,87.0,45.0,57.67
18,4.2,60.0,Graduate,80.0,49.0,43.0,87.0,57.33
15,4.5,95.0,Graduate,39.0,85.0,64.0,80.0,62.67
16,3.7,86.0,Graduate,80.0,45.0,41.0,59.0,55.33
15,,90.0,Graduate,42.0,75.0,55.0,67.0,57.33
19,5.8,99.0,Postgraduate,43.0,55.0,66.0,81.0,54.67
19,3.4,60.0,Postgraduate,67.0,84.0,51.0,93.0,67.33
18,2.9,70.0,High School,,35.0,,68.0,55.0
17,4.5,61.0,High School,46.0,88.0,93.0,,75.67
15,2.1,84.0,Graduate,,74.0,74.0,61.0,76.33
15,4.1,91.0,Postgraduate,51.0,36.0,50.0,75.0,45.67
15,6.0,57.0,Graduate,83.0,63.0,96.0,63.0,80.67
15,2.9,88.0,Graduate,91.0,82.0,88.0,87.0,87.0
19,3.2,65.0,High School,63.0,46.0,85.0,64.0,64.67
18,2.2,70.0,Graduate,72.0,69.0,62.0,64.0,67.67
15,4.2,96.0,High School,59.0,,87.0,93.0,61.67
18,2.8,59.0,Postgraduate,86.0,63.0,91.0,48.0,80.0
15,5.0,,High School,44.0,77.0,49.0,42.0,56.67
14,5.5,75.0,High School,59.0,43.0,69.0,80.0,57.0
18,2.4,63.0,High School,79.0,51.0,97.0,75.0,75.67
14,2.5,,High School,38.0,56.0,63.0,85.0,52.33
14,3.3,51.0,Postgraduate,65.0,56.0,84.0,85.0,68.33
16,5.7,63.0,High School,62.0,45.0,57.0,54.0,54.67
14,1.4,87.0,Graduate,61.0,100.0,39.0,63.0,66.67
17,3.9,61.0,Graduate,58.0,38.0,86.0,77.0,60.67
18,1.8,59.0,High School,71.0,,76.0,57.0,66.67
14,1.9,94.0,High School,61.0,80.0,82.0,71.0,74.33
19,4.3,63.0,Postgraduate,78.0,,98.0,50.0,75.0
17,5.6,68.0,Postgraduate,49.0,51.0,46.0,52.0,48.67
17,4.8,60.0,,73.0,41.0,44.0,42.0,52.67
17,,95.0,High School,75.0,84.0,94.0,64.0,84.33
14,3.0,,High School,79.0,41.0,58.0,82.0,59.33
17,3.4,65.0,Graduate,52.0,54.0,55.0,65.0,53.67
14,3.0,79.0,High School,60.0,41.0,50.0,68.0,50.33
17,5.5,82.0,Graduate,39.0,,,53.0,54.33
19,2.7,,,68.0,86.0,,54.0,74.0
15,1.5,60.0,Postgraduate,57.0,70.0,40.0,95.0,55.67
